TOP.5ba22be0.00002f51	START
TOP.5ba256eb.00031d32	user_options->kernel_loops	0
TOP.5ba256eb.00031d32	user_options->keyspace	0
TOP.5ba256eb.00031d32	user_options->left	0
TOP.5ba256eb.00031d32	user_options->logfile_disable	0
TOP.5ba256eb.00031d32	user_options->loopback	0
TOP.5ba256eb.00031d32	user_options->machine_readable	0
TOP.5ba256eb.00031d32	user_options->markov_classic	0
TOP.5ba256eb.00031d32	user_options->markov_disable	0
TOP.5ba256eb.00031d32	user_options->markov_threshold	256
TOP.5ba256eb.00031d32	user_options->nvidia_spin_damp	100
TOP.5ba256eb.00031d32	user_options->opencl_info	0
TOP.5ba256eb.00031d32	user_options->opencl_vector_width	0
TOP.5ba256eb.00031d32	user_options->optimized_kernel_enable	0
TOP.5ba256eb.00031d32	user_options->outfile_autohex	1
TOP.5ba256eb.00031d32	user_options->outfile_check_timer	5
TOP.5ba256eb.00031d32	user_options->outfile_format	3
TOP.5ba256eb.00031d32	user_options->wordlist_autohex_disable	0
TOP.5ba256eb.00031d32	user_options->potfile_disable	0
TOP.5ba256eb.00031d32	user_options->progress_only	0
TOP.5ba256eb.00031d32	user_options->quiet	0
TOP.5ba256eb.00031d32	user_options->remove	0
TOP.5ba256eb.00031d32	user_options->remove_timer	60
TOP.5ba256eb.00031d32	user_options->restore	0
TOP.5ba256eb.00031d32	user_options->restore_disable	0
TOP.5ba256eb.00031d32	user_options->restore_timer	60
TOP.5ba256eb.00031d32	user_options->rp_files_cnt	0
TOP.5ba256eb.00031d32	user_options->rp_gen	0
TOP.5ba256eb.00031d32	user_options->rp_gen_func_max	4
TOP.5ba256eb.00031d32	user_options->rp_gen_func_min	1
TOP.5ba256eb.00031d32	user_options->rp_gen_seed	0
TOP.5ba256eb.00031d32	user_options->runtime	0
TOP.5ba256eb.00031d32	user_options->scrypt_tmto	0
TOP.5ba256eb.00031d32	user_options->segment_size	33554432
TOP.5ba256eb.00031d32	user_options->self_test_disable	0
TOP.5ba256eb.00031d32	user_options->show	0
TOP.5ba256eb.00031d32	user_options->speed_only	0
TOP.5ba256eb.00031d32	user_options->status	0
TOP.5ba256eb.00031d32	user_options->status_timer	10
TOP.5ba256eb.00031d32	user_options->stdout_flag	0
TOP.5ba256eb.00031d32	user_options->usage	0
TOP.5ba256eb.00031d32	user_options->username	0
TOP.5ba256eb.00031d32	user_options->veracrypt_pim	0
TOP.5ba256eb.00031d32	user_options->version	0
TOP.5ba256eb.00031d32	user_options->workload_profile	1
TOP.5ba256eb.00031d32	proc_start	1537365739
TOP.5ba256eb.00031d32	proc_stop	1537365739
TOP.5ba256eb.00031d32	STOP
TOP.5ba256f2.00024568	START
TOP.5ba256f2.00024568	user_options->separator	:
TOP.5ba256f2.00024568	user_options->encoding_from	utf-8
TOP.5ba256f2.00024568	user_options->encoding_to	utf-8
TOP.5ba256f2.00024568	user_options->rule_buf_l	:
TOP.5ba256f2.00024568	user_options->rule_buf_r	:
TOP.5ba256f2.00024568	user_options->session	hashcat
TOP.5ba256f2.00024568	user_options->limit	0
TOP.5ba256f2.00024568	user_options->skip	0
TOP.5ba256f2.00024568	user_options->attack_mode	3
TOP.5ba256f2.00024568	user_options->benchmark	0
TOP.5ba256f2.00024568	user_options->benchmark_all	0
TOP.5ba256f2.00024568	user_options->bitmap_max	24
TOP.5ba256f2.00024568	user_options->bitmap_min	16
TOP.5ba256f2.00024568	user_options->debug_mode	0
TOP.5ba256f2.00024568	user_options->example_hashes	0
TOP.5ba256f2.00024568	user_options->force	0
TOP.5ba256f2.00024568	user_options->gpu_temp_abort	80
TOP.5ba256f2.00024568	user_options->gpu_temp_disable	0
TOP.5ba256f2.00024568	user_options->hash_mode	2500
TOP.5ba256f2.00024568	user_options->hex_charset	0
TOP.5ba256f2.00024568	user_options->hex_salt	0
TOP.5ba256f2.00024568	user_options->hex_wordlist	0
TOP.5ba256f2.00024568	user_options->increment	0
TOP.5ba256f2.00024568	user_options->increment_max	256
TOP.5ba256f2.00024568	user_options->increment_min	1
TOP.5ba256f2.00024568	user_options->keep_guessing	0
TOP.5ba256f2.00024568	user_options->kernel_accel	0
TOP.5ba256f2.00024568	user_options->kernel_loops	0
TOP.5ba256f2.00024568	user_options->keyspace	0
TOP.5ba256f2.00024568	user_options->left	0
TOP.5ba256f2.00024568	user_options->logfile_disable	0
TOP.5ba256f2.00024568	user_options->loopback	0
TOP.5ba256f2.00024568	user_options->machine_readable	0
TOP.5ba256f2.00024568	user_options->markov_classic	0
TOP.5ba256f2.00024568	user_options->markov_disable	0
TOP.5ba256f2.00024568	user_options->markov_threshold	256
TOP.5ba256f2.00024568	user_options->nvidia_spin_damp	100
TOP.5ba256f2.00024568	user_options->opencl_info	0
TOP.5ba256f2.00024568	user_options->opencl_vector_width	0
TOP.5ba256f2.00024568	user_options->optimized_kernel_enable	0
TOP.5ba256f2.00024568	user_options->outfile_autohex	1
TOP.5ba256f2.00024568	user_options->outfile_check_timer	5
TOP.5ba256f2.00024568	user_options->outfile_format	3
TOP.5ba256f2.00024568	user_options->wordlist_autohex_disable	0
TOP.5ba256f2.00024568	user_options->potfile_disable	0
TOP.5ba256f2.00024568	user_options->progress_only	0
TOP.5ba256f2.00024568	user_options->quiet	0
TOP.5ba256f2.00024568	user_options->remove	0
TOP.5ba256f2.00024568	user_options->remove_timer	60
TOP.5ba256f2.00024568	user_options->restore	0
TOP.5ba256f2.00024568	user_options->restore_disable	0
TOP.5ba256f2.00024568	user_options->restore_timer	60
TOP.5ba256f2.00024568	user_options->rp_files_cnt	0
TOP.5ba256f2.00024568	user_options->rp_gen	0
TOP.5ba256f2.00024568	user_options->rp_gen_func_max	4
TOP.5ba256f2.00024568	user_options->rp_gen_func_min	1
TOP.5ba256f2.00024568	user_options->rp_gen_seed	0
TOP.5ba256f2.00024568	user_options->runtime	0
TOP.5ba256f2.00024568	user_options->scrypt_tmto	0
TOP.5ba256f2.00024568	user_options->segment_size	33554432
TOP.5ba256f2.00024568	user_options->self_test_disable	0
TOP.5ba256f2.00024568	user_options->show	0
TOP.5ba256f2.00024568	user_options->speed_only	0
TOP.5ba256f2.00024568	user_options->status	0
TOP.5ba256f2.00024568	user_options->status_timer	10
TOP.5ba256f2.00024568	user_options->stdout_flag	0
TOP.5ba256f2.00024568	user_options->usage	0
TOP.5ba256f2.00024568	user_options->username	0
TOP.5ba256f2.00024568	user_options->veracrypt_pim	0
TOP.5ba256f2.00024568	user_options->version	0
TOP.5ba256f2.00024568	user_options->workload_profile	1
TOP.5ba256f2.00024568	proc_start	1537365746
TOP.5ba256f2.00024568	proc_stop	1537365746
TOP.5ba256f2.00024568	STOP
TOP.5ba2571b.000d4b64	START
TOP.5ba2571b.000d4b64	user_options->separator	:
TOP.5ba2571b.000d4b64	user_options->custom_charset_1	?l?d?u
TOP.5ba2571b.000d4b64	user_options->custom_charset_2	?l?d
TOP.5ba2571b.000d4b64	user_options->custom_charset_3	?l?d*!$@_
TOP.5ba2571b.000d4b64	user_options->encoding_from	utf-8
TOP.5ba2571b.000d4b64	user_options->encoding_to	utf-8
TOP.5ba2571b.000d4b64	user_options->rule_buf_l	:
TOP.5ba2571b.000d4b64	user_options->rule_buf_r	:
TOP.5ba2571b.000d4b64	user_options->session	hashcat
TOP.5ba2571b.000d4b64	user_options->limit	0
TOP.5ba2571b.000d4b64	user_options->skip	0
TOP.5ba2571b.000d4b64	user_options->attack_mode	3
TOP.5ba2571b.000d4b64	user_options->benchmark	0
TOP.5ba2571b.000d4b64	user_options->benchmark_all	0
TOP.5ba2571b.000d4b64	user_options->bitmap_max	24
TOP.5ba2571b.000d4b64	user_options->bitmap_min	16
TOP.5ba2571b.000d4b64	user_options->debug_mode	0
TOP.5ba2571b.000d4b64	user_options->example_hashes	0
TOP.5ba2571b.000d4b64	user_options->force	0
TOP.5ba2571b.000d4b64	user_options->gpu_temp_abort	80
TOP.5ba2571b.000d4b64	user_options->gpu_temp_disable	0
TOP.5ba2571b.000d4b64	user_options->hash_mode	2500
TOP.5ba2571b.000d4b64	user_options->hex_charset	0
TOP.5ba2571b.000d4b64	user_options->hex_salt	0
TOP.5ba2571b.000d4b64	user_options->hex_wordlist	0
TOP.5ba2571b.000d4b64	user_options->increment	1
TOP.5ba2571b.000d4b64	user_options->increment_max	256
TOP.5ba2571b.000d4b64	user_options->increment_min	1
TOP.5ba2571b.000d4b64	user_options->keep_guessing	0
TOP.5ba2571b.000d4b64	user_options->kernel_accel	0
TOP.5ba2571b.000d4b64	user_options->kernel_loops	0
TOP.5ba2571b.000d4b64	user_options->keyspace	0
TOP.5ba2571b.000d4b64	user_options->left	0
TOP.5ba2571b.000d4b64	user_options->logfile_disable	0
TOP.5ba2571b.000d4b64	user_options->loopback	0
TOP.5ba2571b.000d4b64	user_options->machine_readable	0
TOP.5ba2571b.000d4b64	user_options->markov_classic	0
TOP.5ba2571b.000d4b64	user_options->markov_disable	0
TOP.5ba2571b.000d4b64	user_options->markov_threshold	256
TOP.5ba2571b.000d4b64	user_options->nvidia_spin_damp	100
TOP.5ba2571b.000d4b64	user_options->opencl_info	0
TOP.5ba2571b.000d4b64	user_options->opencl_vector_width	0
TOP.5ba2571b.000d4b64	user_options->optimized_kernel_enable	0
TOP.5ba2571b.000d4b64	user_options->outfile_autohex	1
TOP.5ba2571b.000d4b64	user_options->outfile_check_timer	5
TOP.5ba2571b.000d4b64	user_options->outfile_format	3
TOP.5ba2571b.000d4b64	user_options->wordlist_autohex_disable	0
TOP.5ba2571b.000d4b64	user_options->potfile_disable	0
TOP.5ba2571b.000d4b64	user_options->progress_only	0
TOP.5ba2571b.000d4b64	user_options->quiet	0
TOP.5ba2571b.000d4b64	user_options->remove	0
TOP.5ba2571b.000d4b64	user_options->remove_timer	60
TOP.5ba2571b.000d4b64	user_options->restore	0
TOP.5ba2571b.000d4b64	user_options->restore_disable	0
TOP.5ba2571b.000d4b64	user_options->restore_timer	60
TOP.5ba2571b.000d4b64	user_options->rp_files_cnt	0
TOP.5ba2571b.000d4b64	user_options->rp_gen	0
TOP.5ba2571b.000d4b64	user_options->rp_gen_func_max	4
TOP.5ba2571b.000d4b64	user_options->rp_gen_func_min	1
TOP.5ba2571b.000d4b64	user_options->rp_gen_seed	0
TOP.5ba2571b.000d4b64	user_options->runtime	0
TOP.5ba2571b.000d4b64	user_options->scrypt_tmto	0
TOP.5ba2571b.000d4b64	user_options->segment_size	33554432
TOP.5ba2571b.000d4b64	user_options->self_test_disable	0
TOP.5ba2571b.000d4b64	user_options->show	0
TOP.5ba2571b.000d4b64	user_options->speed_only	0
TOP.5ba2571b.000d4b64	user_options->status	0
TOP.5ba2571b.000d4b64	user_options->status_timer	10
TOP.5ba2571b.000d4b64	user_options->stdout_flag	0
TOP.5ba2571b.000d4b64	user_options->usage	0
TOP.5ba2571b.000d4b64	user_options->username	0
TOP.5ba2571b.000d4b64	user_options->veracrypt_pim	0
TOP.5ba2571b.000d4b64	user_options->version	0
TOP.5ba2571b.000d4b64	user_options->workload_profile	1
TOP.5ba2571b.000d4b64	hashes->hashfile	C:\Other\WPA\hashcat\output.hccapx
TOP.5ba2571b.000d4b64	hashes->hashlist_mode	4
TOP.5ba2571b.000d4b64	hashes->hashlist_format	0
TOP.5ba2571b.000d4b64	hashes->hashes_cnt	0
TOP.5ba2571b.000d4b64	hashes->digests_cnt	1
TOP.5ba2571b.000d4b64	hashes->digests_done	0
TOP.5ba2571b.000d4b64	hashes->salts_cnt	1
TOP.5ba2571b.000d4b64	hashes->salts_done	0
TOP.5ba2571b.000d4b64	SUB.5ba2573a.000698e4	START
TOP.5ba2571b.000d4b64	SUB.5ba2573a.000698e4	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.5ba25b52.000786a1	START
TOP.5ba25b52.000786a1	user_options->separator	:
TOP.5ba25b52.000786a1	user_options->custom_charset_1	?l?d?u
TOP.5ba25b52.000786a1	user_options->custom_charset_2	?l?d
TOP.5ba25b52.000786a1	user_options->custom_charset_3	?l?d*!$@_
TOP.5ba25b52.000786a1	user_options->encoding_from	utf-8
TOP.5ba25b52.000786a1	user_options->encoding_to	utf-8
TOP.5ba25b52.000786a1	user_options->rule_buf_l	:
TOP.5ba25b52.000786a1	user_options->rule_buf_r	:
TOP.5ba25b52.000786a1	user_options->session	hashcat
TOP.5ba25b52.000786a1	user_options->limit	0
TOP.5ba25b52.000786a1	user_options->skip	0
TOP.5ba25b52.000786a1	user_options->attack_mode	3
TOP.5ba25b52.000786a1	user_options->benchmark	0
TOP.5ba25b52.000786a1	user_options->benchmark_all	0
TOP.5ba25b52.000786a1	user_options->bitmap_max	24
TOP.5ba25b52.000786a1	user_options->bitmap_min	16
TOP.5ba25b52.000786a1	user_options->debug_mode	0
TOP.5ba25b52.000786a1	user_options->example_hashes	0
TOP.5ba25b52.000786a1	user_options->force	0
TOP.5ba25b52.000786a1	user_options->gpu_temp_abort	80
TOP.5ba25b52.000786a1	user_options->gpu_temp_disable	0
TOP.5ba25b52.000786a1	user_options->hash_mode	2500
TOP.5ba25b52.000786a1	user_options->hex_charset	0
TOP.5ba25b52.000786a1	user_options->hex_salt	0
TOP.5ba25b52.000786a1	user_options->hex_wordlist	0
TOP.5ba25b52.000786a1	user_options->increment	1
TOP.5ba25b52.000786a1	user_options->increment_max	256
TOP.5ba25b52.000786a1	user_options->increment_min	1
TOP.5ba25b52.000786a1	user_options->keep_guessing	0
TOP.5ba25b52.000786a1	user_options->kernel_accel	0
TOP.5ba25b52.000786a1	user_options->kernel_loops	0
TOP.5ba25b52.000786a1	user_options->keyspace	0
TOP.5ba25b52.000786a1	user_options->left	0
TOP.5ba25b52.000786a1	user_options->logfile_disable	0
TOP.5ba25b52.000786a1	user_options->loopback	0
TOP.5ba25b52.000786a1	user_options->machine_readable	0
TOP.5ba25b52.000786a1	user_options->markov_classic	0
TOP.5ba25b52.000786a1	user_options->markov_disable	0
TOP.5ba25b52.000786a1	user_options->markov_threshold	256
TOP.5ba25b52.000786a1	user_options->nvidia_spin_damp	100
TOP.5ba25b52.000786a1	user_options->opencl_info	0
TOP.5ba25b52.000786a1	user_options->opencl_vector_width	0
TOP.5ba25b52.000786a1	user_options->optimized_kernel_enable	0
TOP.5ba25b52.000786a1	user_options->outfile_autohex	1
TOP.5ba25b52.000786a1	user_options->outfile_check_timer	5
TOP.5ba25b52.000786a1	user_options->outfile_format	3
TOP.5ba25b52.000786a1	user_options->wordlist_autohex_disable	0
TOP.5ba25b52.000786a1	user_options->potfile_disable	0
TOP.5ba25b52.000786a1	user_options->progress_only	0
TOP.5ba25b52.000786a1	user_options->quiet	0
TOP.5ba25b52.000786a1	user_options->remove	0
TOP.5ba25b52.000786a1	user_options->remove_timer	60
TOP.5ba25b52.000786a1	user_options->restore	0
TOP.5ba25b52.000786a1	user_options->restore_disable	0
TOP.5ba25b52.000786a1	user_options->restore_timer	60
TOP.5ba25b52.000786a1	user_options->rp_files_cnt	0
TOP.5ba25b52.000786a1	user_options->rp_gen	0
TOP.5ba25b52.000786a1	user_options->rp_gen_func_max	4
TOP.5ba25b52.000786a1	user_options->rp_gen_func_min	1
TOP.5ba25b52.000786a1	user_options->rp_gen_seed	0
TOP.5ba25b52.000786a1	user_options->runtime	0
TOP.5ba25b52.000786a1	user_options->scrypt_tmto	0
TOP.5ba25b52.000786a1	user_options->segment_size	33554432
TOP.5ba25b52.000786a1	user_options->self_test_disable	0
TOP.5ba25b52.000786a1	user_options->show	0
TOP.5ba25b52.000786a1	user_options->speed_only	0
TOP.5ba25b52.000786a1	user_options->status	0
TOP.5ba25b52.000786a1	user_options->status_timer	10
TOP.5ba25b52.000786a1	user_options->stdout_flag	0
TOP.5ba25b52.000786a1	user_options->usage	0
TOP.5ba25b52.000786a1	user_options->username	0
TOP.5ba25b52.000786a1	user_options->veracrypt_pim	0
TOP.5ba25b52.000786a1	user_options->version	0
TOP.5ba25b52.000786a1	user_options->workload_profile	1
TOP.5ba25b52.000786a1	hashes->hashfile	C:\Other\WPA\hashcat\output.hccapx
TOP.5ba25b52.000786a1	hashes->hashlist_mode	4
TOP.5ba25b52.000786a1	hashes->hashlist_format	0
TOP.5ba25b52.000786a1	hashes->hashes_cnt	0
TOP.5ba25b52.000786a1	hashes->digests_cnt	1
TOP.5ba25b52.000786a1	hashes->digests_done	0
TOP.5ba25b52.000786a1	hashes->salts_cnt	1
TOP.5ba25b52.000786a1	hashes->salts_done	0
TOP.5ba25b52.000786a1	SUB.5ba25b5e.0002e416	START
TOP.5ba25b52.000786a1	SUB.5ba25b5e.0002e416	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.5ba25c16.000a0896	START
TOP.5ba25c16.000a0896	user_options->separator	:
TOP.5ba25c16.000a0896	user_options->encoding_from	utf-8
TOP.5ba25c16.000a0896	user_options->encoding_to	utf-8
TOP.5ba25c16.000a0896	user_options->rule_buf_l	:
TOP.5ba25c16.000a0896	user_options->rule_buf_r	:
TOP.5ba25c16.000a0896	user_options->session	hashcat
TOP.5ba25c16.000a0896	user_options->limit	0
TOP.5ba25c16.000a0896	user_options->skip	0
TOP.5ba25c16.000a0896	user_options->attack_mode	3
TOP.5ba25c16.000a0896	user_options->benchmark	0
TOP.5ba25c16.000a0896	user_options->benchmark_all	0
TOP.5ba25c16.000a0896	user_options->bitmap_max	24
TOP.5ba25c16.000a0896	user_options->bitmap_min	16
TOP.5ba25c16.000a0896	user_options->debug_mode	0
TOP.5ba25c16.000a0896	user_options->example_hashes	0
TOP.5ba25c16.000a0896	user_options->force	0
TOP.5ba25c16.000a0896	user_options->gpu_temp_abort	85
TOP.5ba25c16.000a0896	user_options->gpu_temp_disable	0
TOP.5ba25c16.000a0896	user_options->hash_mode	2500
TOP.5ba25c16.000a0896	user_options->hex_charset	0
TOP.5ba25c16.000a0896	user_options->hex_salt	0
TOP.5ba25c16.000a0896	user_options->hex_wordlist	0
TOP.5ba25c16.000a0896	user_options->increment	0
TOP.5ba25c16.000a0896	user_options->increment_max	256
TOP.5ba25c16.000a0896	user_options->increment_min	1
TOP.5ba25c16.000a0896	user_options->keep_guessing	0
TOP.5ba25c16.000a0896	user_options->kernel_accel	0
TOP.5ba25c16.000a0896	user_options->kernel_loops	0
TOP.5ba25c16.000a0896	user_options->keyspace	0
TOP.5ba25c16.000a0896	user_options->left	0
TOP.5ba25c16.000a0896	user_options->logfile_disable	0
TOP.5ba25c16.000a0896	user_options->loopback	0
TOP.5ba25c16.000a0896	user_options->machine_readable	0
TOP.5ba25c16.000a0896	user_options->markov_classic	0
TOP.5ba25c16.000a0896	user_options->markov_disable	0
TOP.5ba25c16.000a0896	user_options->markov_threshold	256
TOP.5ba25c16.000a0896	user_options->nvidia_spin_damp	100
TOP.5ba25c16.000a0896	user_options->opencl_info	0
TOP.5ba25c16.000a0896	user_options->opencl_vector_width	0
TOP.5ba25c16.000a0896	user_options->optimized_kernel_enable	0
TOP.5ba25c16.000a0896	user_options->outfile_autohex	1
TOP.5ba25c16.000a0896	user_options->outfile_check_timer	5
TOP.5ba25c16.000a0896	user_options->outfile_format	3
TOP.5ba25c16.000a0896	user_options->wordlist_autohex_disable	0
TOP.5ba25c16.000a0896	user_options->potfile_disable	0
TOP.5ba25c16.000a0896	user_options->progress_only	0
TOP.5ba25c16.000a0896	user_options->quiet	0
TOP.5ba25c16.000a0896	user_options->remove	0
TOP.5ba25c16.000a0896	user_options->remove_timer	60
TOP.5ba25c16.000a0896	user_options->restore	0
TOP.5ba25c16.000a0896	user_options->restore_disable	0
TOP.5ba25c16.000a0896	user_options->restore_timer	60
TOP.5ba25c16.000a0896	user_options->rp_files_cnt	0
TOP.5ba25c16.000a0896	user_options->rp_gen	0
TOP.5ba25c16.000a0896	user_options->rp_gen_func_max	4
TOP.5ba25c16.000a0896	user_options->rp_gen_func_min	1
TOP.5ba25c16.000a0896	user_options->rp_gen_seed	0
TOP.5ba25c16.000a0896	user_options->runtime	0
TOP.5ba25c16.000a0896	user_options->scrypt_tmto	0
TOP.5ba25c16.000a0896	user_options->segment_size	33554432
TOP.5ba25c16.000a0896	user_options->self_test_disable	0
TOP.5ba25c16.000a0896	user_options->show	0
TOP.5ba25c16.000a0896	user_options->speed_only	0
TOP.5ba25c16.000a0896	user_options->status	0
TOP.5ba25c16.000a0896	user_options->status_timer	10
TOP.5ba25c16.000a0896	user_options->stdout_flag	0
TOP.5ba25c16.000a0896	user_options->usage	0
TOP.5ba25c16.000a0896	user_options->username	0
TOP.5ba25c16.000a0896	user_options->veracrypt_pim	0
TOP.5ba25c16.000a0896	user_options->version	0
TOP.5ba25c16.000a0896	user_options->workload_profile	2
TOP.5ba25c16.000a0896	hashes->hashfile	C:\Other\С#\Проекты\HashcatManager\HashcatManager\bin\Debug\output.hccapx
TOP.5ba25c16.000a0896	hashes->hashlist_mode	4
TOP.5ba25c16.000a0896	hashes->hashlist_format	0
TOP.5ba25c16.000a0896	hashes->hashes_cnt	0
TOP.5ba25c16.000a0896	hashes->digests_cnt	1
TOP.5ba25c16.000a0896	hashes->digests_done	0
TOP.5ba25c16.000a0896	hashes->salts_cnt	1
TOP.5ba25c16.000a0896	hashes->salts_done	0
TOP.5ba25c16.000a0896	SUB.5ba25c23.000428b9	START
TOP.5ba25c16.000a0896	SUB.5ba25c23.000428b9	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.5ba25cdc.00018f1e	START
TOP.5ba25cdc.00018f1e	user_options->separator	:
TOP.5ba25cdc.00018f1e	user_options->custom_charset_1	?l?d?u
TOP.5ba25cdc.00018f1e	user_options->custom_charset_2	?l?d
TOP.5ba25cdc.00018f1e	user_options->custom_charset_3	?l?d*!$@_
TOP.5ba25cdc.00018f1e	user_options->encoding_from	utf-8
TOP.5ba25cdc.00018f1e	user_options->encoding_to	utf-8
TOP.5ba25cdc.00018f1e	user_options->rule_buf_l	:
TOP.5ba25cdc.00018f1e	user_options->rule_buf_r	:
TOP.5ba25cdc.00018f1e	user_options->session	hashcat
TOP.5ba25cdc.00018f1e	user_options->limit	0
TOP.5ba25cdc.00018f1e	user_options->skip	0
TOP.5ba25cdc.00018f1e	user_options->attack_mode	3
TOP.5ba25cdc.00018f1e	user_options->benchmark	0
TOP.5ba25cdc.00018f1e	user_options->benchmark_all	0
TOP.5ba25cdc.00018f1e	user_options->bitmap_max	24
TOP.5ba25cdc.00018f1e	user_options->bitmap_min	16
TOP.5ba25cdc.00018f1e	user_options->debug_mode	0
TOP.5ba25cdc.00018f1e	user_options->example_hashes	0
TOP.5ba25cdc.00018f1e	user_options->force	0
TOP.5ba25cdc.00018f1e	user_options->gpu_temp_abort	80
TOP.5ba25cdc.00018f1e	user_options->gpu_temp_disable	0
TOP.5ba25cdc.00018f1e	user_options->hash_mode	2500
TOP.5ba25cdc.00018f1e	user_options->hex_charset	0
TOP.5ba25cdc.00018f1e	user_options->hex_salt	0
TOP.5ba25cdc.00018f1e	user_options->hex_wordlist	0
TOP.5ba25cdc.00018f1e	user_options->increment	1
TOP.5ba25cdc.00018f1e	user_options->increment_max	256
TOP.5ba25cdc.00018f1e	user_options->increment_min	1
TOP.5ba25cdc.00018f1e	user_options->keep_guessing	0
TOP.5ba25cdc.00018f1e	user_options->kernel_accel	0
TOP.5ba25cdc.00018f1e	user_options->kernel_loops	0
TOP.5ba25cdc.00018f1e	user_options->keyspace	0
TOP.5ba25cdc.00018f1e	user_options->left	0
TOP.5ba25cdc.00018f1e	user_options->logfile_disable	0
TOP.5ba25cdc.00018f1e	user_options->loopback	0
TOP.5ba25cdc.00018f1e	user_options->machine_readable	0
TOP.5ba25cdc.00018f1e	user_options->markov_classic	0
TOP.5ba25cdc.00018f1e	user_options->markov_disable	0
TOP.5ba25cdc.00018f1e	user_options->markov_threshold	256
TOP.5ba25cdc.00018f1e	user_options->nvidia_spin_damp	100
TOP.5ba25cdc.00018f1e	user_options->opencl_info	0
TOP.5ba25cdc.00018f1e	user_options->opencl_vector_width	0
TOP.5ba25cdc.00018f1e	user_options->optimized_kernel_enable	0
TOP.5ba25cdc.00018f1e	user_options->outfile_autohex	1
TOP.5ba25cdc.00018f1e	user_options->outfile_check_timer	5
TOP.5ba25cdc.00018f1e	user_options->outfile_format	3
TOP.5ba25cdc.00018f1e	user_options->wordlist_autohex_disable	0
TOP.5ba25cdc.00018f1e	user_options->potfile_disable	0
TOP.5ba25cdc.00018f1e	user_options->progress_only	0
TOP.5ba25cdc.00018f1e	user_options->quiet	0
TOP.5ba25cdc.00018f1e	user_options->remove	0
TOP.5ba25cdc.00018f1e	user_options->remove_timer	60
TOP.5ba25cdc.00018f1e	user_options->restore	0
TOP.5ba25cdc.00018f1e	user_options->restore_disable	0
TOP.5ba25cdc.00018f1e	user_options->restore_timer	60
TOP.5ba25cdc.00018f1e	user_options->rp_files_cnt	0
TOP.5ba25cdc.00018f1e	user_options->rp_gen	0
TOP.5ba25cdc.00018f1e	user_options->rp_gen_func_max	4
TOP.5ba25cdc.00018f1e	user_options->rp_gen_func_min	1
TOP.5ba25cdc.00018f1e	user_options->rp_gen_seed	0
TOP.5ba25cdc.00018f1e	user_options->runtime	0
TOP.5ba25cdc.00018f1e	user_options->scrypt_tmto	0
TOP.5ba25cdc.00018f1e	user_options->segment_size	33554432
TOP.5ba25cdc.00018f1e	user_options->self_test_disable	0
TOP.5ba25cdc.00018f1e	user_options->show	0
TOP.5ba25cdc.00018f1e	user_options->speed_only	0
TOP.5ba25cdc.00018f1e	user_options->status	0
TOP.5ba25cdc.00018f1e	user_options->status_timer	10
TOP.5ba25cdc.00018f1e	user_options->stdout_flag	0
TOP.5ba25cdc.00018f1e	user_options->usage	0
TOP.5ba25cdc.00018f1e	user_options->username	0
TOP.5ba25cdc.00018f1e	user_options->veracrypt_pim	0
TOP.5ba25cdc.00018f1e	user_options->version	0
TOP.5ba25cdc.00018f1e	user_options->workload_profile	1
TOP.5ba25cdc.00018f1e	hashes->hashfile	C:\Other\WPA\hashcat\output.hccapx
TOP.5ba25cdc.00018f1e	hashes->hashlist_mode	4
TOP.5ba25cdc.00018f1e	hashes->hashlist_format	0
TOP.5ba25cdc.00018f1e	hashes->hashes_cnt	0
TOP.5ba25cdc.00018f1e	hashes->digests_cnt	1
TOP.5ba25cdc.00018f1e	hashes->digests_done	0
TOP.5ba25cdc.00018f1e	hashes->salts_cnt	1
TOP.5ba25cdc.00018f1e	hashes->salts_done	0
TOP.5ba25cdc.00018f1e	SUB.5ba25ce7.000ab583	START
TOP.5ba25cdc.00018f1e	SUB.5ba25ce7.000ab583	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.5ba25de6.000d6d07	START
TOP.5ba25de6.000d6d07	user_options->separator	:
TOP.5ba25de6.000d6d07	user_options->encoding_from	utf-8
TOP.5ba25de6.000d6d07	user_options->encoding_to	utf-8
TOP.5ba25de6.000d6d07	user_options->rule_buf_l	:
TOP.5ba25de6.000d6d07	user_options->rule_buf_r	:
TOP.5ba25de6.000d6d07	user_options->session	hashcat
TOP.5ba25de6.000d6d07	user_options->limit	0
TOP.5ba25de6.000d6d07	user_options->skip	0
TOP.5ba25de6.000d6d07	user_options->attack_mode	3
TOP.5ba25de6.000d6d07	user_options->benchmark	0
TOP.5ba25de6.000d6d07	user_options->benchmark_all	0
TOP.5ba25de6.000d6d07	user_options->bitmap_max	24
TOP.5ba25de6.000d6d07	user_options->bitmap_min	16
TOP.5ba25de6.000d6d07	user_options->debug_mode	0
TOP.5ba25de6.000d6d07	user_options->example_hashes	0
TOP.5ba25de6.000d6d07	user_options->force	0
TOP.5ba25de6.000d6d07	user_options->gpu_temp_abort	80
TOP.5ba25de6.000d6d07	user_options->gpu_temp_disable	0
TOP.5ba25de6.000d6d07	user_options->hash_mode	2500
